@RELATION raw_data_agent

@ATTRIBUTE x_position NUMERIC
@ATTRIBUTE y_position NUMERIC
@ATTRIBUTE x_velocity NUMERIC
@ATTRIBUTE y_velocity NUMERIC
@ATTRIBUTE angle NUMERIC
@ATTRIBUTE angular_velocity NUMERIC
@ATTRIBUTE left_leg_contact NUMERIC
@ATTRIBUTE right_leg_contact NUMERIC
@ATTRIBUTE action {0,1,2,3}
@ATTRIBUTE next_reward NUMERIC

@DATA
-0.054156683,1.396044,0.016020648,-0.041829553,-0.018166956,0.0011256175,0.0,0.0,0,-0.295854
-0.053995896,1.3950056,0.016020648,-0.046149556,-0.01811067,0.0011256414,0.0,0.0,0,-0.290285
-0.053835105,1.3938701,0.016020648,-0.05046956,-0.018054383,0.0011256274,0.0,0.0,2,3.532062
-0.05373144,1.3940793,0.010653483,0.009292995,-0.018342845,-0.0057694027,0.0,0.0,0,0.198377
-0.05362787,1.3941913,0.010653483,0.004972988,-0.018631322,-0.005769426,0.0,0.0,0,0.078418
-0.053524304,1.394206,0.010653483,0.0006529808,-0.01891979,-0.0057694083,0.0,0.0,0,-0.079548
-0.05342064,1.3941236,0.010653482,-0.003667026,-0.019208264,-0.0057694237,0.0,0.0,0,-0.215318
-0.05331707,1.393944,0.010653482,-0.007987034,-0.019496728,-0.0057694293,0.0,0.0,0,-0.297049
-0.0532135,1.3936672,0.010653482,-0.012307041,-0.019785188,-0.005769436,0.0,0.0,0,-0.338041
-0.053109836,1.3932931,0.010653481,-0.01662705,-0.02007366,-0.005769438,0.0,0.0,0,-0.356692
-0.05300627,1.3928219,0.010653482,-0.020947058,-0.02036213,-0.0057694404,0.0,0.0,0,-0.363708
-0.0529027,1.3922534,0.010653482,-0.025267063,-0.020650592,-0.005769437,0.0,0.0,0,-0.364487
-0.052799035,1.3915879,0.010653481,-0.02958707,-0.020939065,-0.005769442,0.0,0.0,0,-0.361704
-0.052695464,1.390825,0.01065348,-0.03390708,-0.021227533,-0.0057693855,0.0,0.0,0,-0.356749
-0.0525918,1.3899649,0.010653479,-0.03822709,-0.021516,-0.0057693864,0.0,0.0,0,-0.350484
-0.05248823,1.3890078,0.010653479,-0.0425471,-0.021804463,-0.005769382,0.0,0.0,0,-0.343297
-0.052384663,1.3879533,0.010653479,-0.046867106,-0.022092935,-0.005769381,0.0,0.0,0,-0.335499
-0.052281,1.3868016,0.010653479,-0.051187113,-0.022381406,-0.0057693813,0.0,0.0,2,3.241963
-0.05212488,1.386664,0.015735758,-0.006124024,-0.022503743,-0.0024465874,0.0,0.0,0,-0.188247
-0.051968765,1.386429,0.015735758,-0.010444025,-0.022626083,-0.0024465637,0.0,0.0,0,-0.247582
-0.05181265,1.3860968,0.015735758,-0.014764026,-0.022748413,-0.0024465648,0.0,0.0,0,-0.284470
-0.051656533,1.3856673,0.015735758,-0.01908403,-0.02287074,-0.0024465849,0.0,0.0,0,-0.305776
-0.051500417,1.3851409,0.015735758,-0.02340403,-0.02299308,-0.0024465735,0.0,0.0,0,-0.316939
-0.051344298,1.3845171,0.01573576,-0.02772403,-0.023115404,-0.0024465644,0.0,0.0,0,-0.321682
-0.051188182,1.3837961,0.01573576,-0.03204403,-0.02323773,-0.002446569,0.0,0.0,0,-0.322248
-0.051032066,1.382978,0.015735762,-0.03636403,-0.02336006,-0.002446574,0.0,0.0,0,-0.320029
-0.05087595,1.3820627,0.015735762,-0.040684033,-0.023482397,-0.0024465765,0.0,0.0,0,-0.315922
-0.050719835,1.38105,0.015735762,-0.045004033,-0.023604728,-0.0024465732,0.0,0.0,0,-0.310525
